Date,VOO,QQQ,SPY,VTI,VT,VXUS,SCHD,BND,TLT,GLD,IWM,XLK,XLF,XLV,VNQ
2020-08-03,482.43,517.79,527.03,258.3,90.16,63.38,80.87,80.09,91.09,218.37,273.76,305.04,41.79,142.22,62.05
2020-08-04,479.25,509.1,534.56,255.0,89.76,62.64,80.43,80.34,91.98,216.33,276.57,303.81,41.62,140.62,60.92
2020-08-05,486.5,505.38,529.18,254.8,89.54,62.67,80.72,80.5,91.16,214.99,279.01,305.99,41.46,138.92,60.98
2020-08-06,487.26,511.17,529.23,256.17,89.78,62.47,81.49,80.52,91.74,214.54,277.64,312.24,41.98,137.52,60.82
2020-08-07,492.92,517.61,526.8,260.34,90.38,64.34,81.44,80.66,92.32,212.93,277.5,313.42,42.08,137.74,61.38
2020-08-10,493.47,521.27,519.23,259.02,90.37,64.75,81.6,80.66,91.65,212.1,275.83,313.15,42.26,134.39,61.3
2020-08-11,503.32,526.34,521.16,255.27,90.42,64.53,81.71,80.31,93.03,211.87,275.2,314.22,41.58,133.75,60.49
2020-08-12,511.91,530.08,533.75,257.36,90.57,63.95,81.75,79.96,93.2,212.62,271.96,314.72,41.79,135.47,61.66
2020-08-13,510.95,526.11,524.7,254.12,90.19,62.9,81.05,79.91,93.67,214.32,273.41,320.38,42.06,136.7,61.98
2020-08-14,515.88,529.28,524.77,253.2,89.48,62.35,81.82,79.88,92.59,213.56,277.22,321.99,41.88,136.15,61.82
2020-08-17,519.27,534.94,528.18,252.7,88.13,62.43,82.05,80.11,94.08,215.94,274.48,319.79,42.89,135.69,61.96
2020-08-18,526.23,540.34,529.02,252.66,87.62,63.24,82.35,80.31,93.22,217.65,279.02,324.66,41.79,136.43,62.31
2020-08-19,521.69,548.75,528.69,254.42,88.02,63.88,81.84,80.47,93.95,218.61,279.52,330.43,42.18,137.61,61.32
2020-08-20,525.32,553.98,522.43,252.9,87.5,64.03,81.56,80.41,93.25,218.93,280.48,324.53,42.53,137.02,61.45
2020-08-21,530.82,556.76,523.81,252.37,87.35,63.86,81.47,80.07,92.82,219.56,274.59,331.66,42.81,136.8,61.16
2020-08-24,522.25,564.6,520.29,252.45,87.74,64.03,80.48,80.18,93.38,221.74,268.45,333.57,42.91,136.18,61.53
2020-08-25,516.66,564.74,509.75,252.93,88.18,63.76,79.4,80.32,94.11,224.02,269.04,335.12,43.19,134.64,61.03
2020-08-26,506.95,558.81,515.73,253.28,87.37,64.74,79.04,79.73,93.22,226.52,271.82,340.04,43.63,134.44,60.63
2020-08-27,505.9,557.99,520.62,254.45,88.17,64.65,79.41,79.53,93.99,226.65,269.63,337.61,43.29,134.14,61.79
2020-08-28,509.57,553.09,521.1,256.6,89.07,64.62,79.02,79.37,94.74,227.73,275.41,342.31,43.45,132.71,62.67
2020-08-31,517.05,548.71,522.46,257.67,88.22,63.37,78.39,79.4,94.08,230.29,278.07,340.77,43.38,133.53,60.35
2020-09-01,517.66,548.04,527.99,258.9,87.61,63.28,77.9,79.21,95.22,229.17,275.0,334.05,42.85,134.15,61.16
2020-09-02,525.87,542.89,529.34,255.15,88.56,63.77,77.64,79.21,94.18,228.63,275.22,329.67,43.22,135.03,61.13
2020-09-03,519.26,541.11,534.09,255.39,88.48,63.18,77.45,79.17,93.74,228.71,283.92,332.49,42.96,134.18,60.66
2020-09-04,511.15,528.52,532.82,256.67,86.78,62.78,78.85,79.14,94.09,230.45,279.58,328.37,42.24,131.89,59.99
2020-09-07,511.13,530.26,539.66,258.56,85.74,63.24,79.56,78.97,93.49,232.24,281.55,335.93,42.0,132.49,59.36
2020-09-08,513.23,530.58,541.53,256.99,85.58,62.43,80.26,78.82,93.68,231.85,280.52,341.71,41.63,131.77,58.92
2020-09-09,513.31,525.43,542.76,255.52,84.73,63.03,81.06,78.56,93.86,229.04,283.13,348.27,42.13,130.8,58.19
2020-09-10,503.53,530.11,536.49,254.25,84.45,62.76,80.43,78.67,93.74,229.56,287.76,349.12,42.22,129.4,57.31
2020-09-11,503.34,536.69,538.18,255.66,84.51,62.56,79.66,78.82,94.33,227.89,286.48,350.62,42.9,129.14,56.65
2020-09-14,497.38,526.14,534.18,258.28,85.63,61.95,78.97,78.63,94.18,225.16,290.63,345.07,42.59,131.0,56.88
2020-09-15,500.76,521.4,531.19,257.41,85.44,62.18,79.86,79.02,94.35,222.88,298.88,350.08,43.03,130.47,56.93
2020-09-16,502.74,516.65,527.33,259.74,86.28,63.54,79.54,78.95,95.18,223.53,299.25,352.17,44.43,129.27,57.31
2020-09-17,498.51,510.84,522.25,260.17,87.4,64.0,78.75,79.34,95.75,226.08,302.32,355.19,44.62,130.07,57.28
2020-09-18,496.33,516.49,532.96,259.99,88.53,63.53,78.51,79.19,96.33,226.2,300.2,363.75,45.08,130.33,56.45
2020-09-21,491.6,515.53,539.9,259.59,88.79,64.18,78.38,78.69,95.5,226.65,300.39,360.96,45.45,127.95,56.79
2020-09-22,491.54,514.12,549.93,261.55,87.28,64.02,78.59,78.8,95.89,228.9,299.84,360.59,44.73,128.75,56.16
2020-09-23,496.21,501.45,543.82,262.47,87.67,64.82,78.78,78.87,95.26,226.06,302.97,362.48,45.04,131.23,56.59
2020-09-24,491.83,505.76,544.42,268.24,88.51,65.3,78.28,78.89,94.34,227.08,307.69,358.04,45.22,128.27,55.86
2020-09-25,494.4,498.16,538.0,266.21,88.48,63.62,78.75,78.74,94.3,227.11,307.38,357.36,45.1,126.93,55.44
2020-09-28,492.16,498.84,534.7,267.64,89.87,63.07,78.37,78.74,93.66,228.21,313.44,360.06,44.66,123.8,55.23
2020-09-29,488.71,500.88,530.3,266.43,90.58,63.62,78.3,78.63,94.23,227.37,319.61,358.69,45.03,123.77,55.67
2020-09-30,488.45,509.76,536.74,264.37,91.07,63.72,78.77,78.56,94.82,225.9,323.15,365.45,44.55,124.9,55.8
2020-10-01,483.9,501.66,534.96,264.47,91.97,63.16,78.39,78.78,93.46,226.21,321.18,358.06,45.64,125.08,55.83
2020-10-02,481.6,482.87,540.6,264.94,92.28,62.83,78.05,78.83,92.88,229.32,318.83,363.89,45.72,126.67,57.04
2020-10-05,476.38,484.28,543.92,272.37,90.28,61.79,78.46,78.99,91.87,230.99,315.69,367.48,45.1,127.65,55.87
2020-10-06,485.45,495.55,556.0,272.02,89.92,61.76,77.94,78.95,91.55,230.09,319.59,364.85,44.85,129.62,55.23
2020-10-07,485.84,503.58,548.47,269.25,90.9,62.98,77.73,78.87,91.87,227.61,314.84,360.44,44.73,131.0,54.57
2020-10-08,482.86,505.21,555.23,270.07,90.28,63.44,78.11,78.59,91.71,224.53,317.65,350.3,45.97,130.6,53.49
2020-10-09,484.07,502.39,561.49,264.91,90.14,64.69,79.46,78.51,91.31,227.01,313.45,346.69,45.52,130.73,53.07
2020-10-12,483.78,507.79,556.57,264.8,89.34,65.21,79.88,77.7,92.22,225.28,316.82,351.97,45.48,129.78,53.5
2020-10-13,483.0,501.87,562.11,264.97,90.78,65.82,80.22,77.56,90.62,224.74,317.02,351.95,45.22,129.58,53.16
2020-10-14,486.04,505.18,564.14,267.08,92.16,66.98,80.6,77.55,91.47,227.22,322.47,357.87,45.49,129.7,52.98
2020-10-15,489.75,508.7,563.17,269.67,91.47,67.22,79.93,77.7,91.1,224.27,327.24,355.05,45.24,129.66,51.96
2020-10-16,487.53,515.79,559.04,268.51,91.62,67.13,80.03,77.64,91.06,227.07,333.28,358.79,44.67,131.26,51.51
2020-10-19,485.1,534.03,555.48,268.26,91.1,67.76,80.05,77.74,90.7,226.65,339.55,355.48,44.59,130.93,51.25
2020-10-20,484.07,536.99,566.48,266.44,91.63,68.65,80.29,77.21,91.76,224.57,340.3,350.97,44.45,129.91,51.64
2020-10-21,473.78,533.87,566.73,263.73,92.08,68.37,80.4,77.21,90.92,224.17,335.47,350.7,44.17,128.97,50.68
2020-10-22,467.22,534.01,571.17,264.63,92.77,67.96,80.68,76.81,90.93,222.9,331.15,347.72,43.92,129.77,50.43
2020-10-23,473.48,522.43,567.15,261.57,93.07,68.06,80.5,76.53,91.3,223.75,322.57,340.53,44.52,128.22,51.07
2020-10-26,481.06,518.17,563.22,260.67,95.51,68.58,80.57,76.49,90.2,222.62,318.3,339.92,44.38,128.05,50.83
2020-10-27,480.16,515.8,569.22,258.34,94.68,69.08,79.8,76.81,89.58,219.19,318.7,340.66,43.82,129.61,49.63
2020-10-28,483.0,512.71,562.21,259.81,93.29,68.23,79.62,76.9,89.48,218.84,316.58,346.89,43.61,130.0,50.36
2020-10-29,484.65,513.99,560.25,264.35,93.0,69.4,80.56,76.92,88.89,216.47,315.99,351.64,43.65,129.97,50.8
2020-10-30,498.98,508.97,560.68,261.23,91.75,69.03,80.8,76.92,88.35,216.88,318.07,357.84,43.0,129.99,51.31
2020-11-02,504.5,516.47,561.51,256.78,90.57,68.89,80.82,76.76,88.12,214.82,316.98,361.67,43.81,128.86,50.32
2020-11-03,504.13,516.78,560.81,256.6,89.8,68.36,82.11,76.64,88.56,214.02,312.63,363.59,44.26,127.94,51.19
2020-11-04,499.82,517.02,563.15,256.76,89.11,70.0,81.22,76.75,88.34,214.39,312.54,357.66,44.99,127.78,50.76
2020-11-05,492.47,515.19,567.08,257.41,88.39,70.17,80.52,76.42,89.07,214.06,309.13,358.66,45.21,128.14,50.48
2020-11-06,493.65,516.51,571.26,256.45,88.82,69.66,81.68,76.58,88.4,214.55,308.2,361.88,44.15,129.27,50.1
2020-11-09,490.36,522.18,566.19,256.08,88.46,70.21,81.74,76.49,87.57,215.8,313.53,369.45,44.93,129.43,50.65
2020-11-10,484.0,516.79,564.92,257.1,88.35,70.71,81.61,76.7,88.86,213.81,312.59,373.23,44.51,131.03,50.57
2020-11-11,481.27,512.81,571.54,259.75,89.08,70.61,80.84,76.94,88.42,213.74,319.69,379.91,44.13,132.94,50.86
2020-11-12,476.59,511.16,576.63,255.07,88.51,71.16,81.17,76.54,87.55,207.97,325.58,374.75,44.23,133.93,50.92
2020-11-13,484.41,502.79,569.4,254.3,88.33,70.66,81.57,76.41,86.41,208.44,323.33,373.32,44.93,135.44,50.88
2020-11-16,488.68,497.9,571.54,254.94,88.65,70.37,80.87,76.22,87.12,207.97,318.93,375.81,45.49,134.31,50.35
2020-11-17,488.87,495.21,561.1,252.85,87.16,69.14,80.81,75.79,86.9,206.35,318.85,382.12,45.97,133.01,51.4
2020-11-18,495.94,500.96,561.6,257.1,85.36,68.35,80.62,75.55,86.74,206.93,323.61,381.63,45.82,133.68,50.56
2020-11-19,496.54,502.92,571.91,255.68,85.65,69.46,80.82,76.14,86.64,208.97,321.74,381.46,45.67,132.16,50.81
2020-11-20,492.74,504.44,567.04,255.71,86.05,70.49,80.11,76.3,87.31,208.2,325.55,385.37,45.86,131.87,51.05
2020-11-23,500.06,510.15,562.82,257.17,87.65,70.55,80.96,76.77,87.2,206.64,330.63,379.63,45.81,132.83,51.73
2020-11-24,502.85,509.57,567.13,255.86,87.8,71.6,81.6,76.98,88.75,206.97,327.54,388.36,46.29,134.54,52.56
2020-11-25,498.16,512.38,559.11,251.51,88.47,71.52,81.39,76.81,88.85,204.76,324.88,383.91,46.74,134.3,52.5
2020-11-26,497.5,512.02,556.01,250.61,88.35,71.39,81.28,76.72,89.57,203.7,327.93,373.97,47.07,133.59,52.83
2020-11-27,493.62,514.04,559.38,253.17,88.61,71.44,81.22,76.87,90.12,205.78,328.68,374.29,45.74,134.02,53.9
2020-11-30,487.4,510.57,556.27,252.49,89.95,71.38,80.73,76.99,90.1,205.94,325.97,383.37,45.83,132.81,53.88
2020-12-01,491.9,495.19,555.28,250.59,88.29,71.27,80.47,76.86,89.71,202.82,324.66,386.76,45.79,132.67,53.25
2020-12-02,501.01,494.64,559.42,252.9,88.65,72.01,80.33,76.5,89.94,199.88,324.5,391.06,45.89,132.72,53.03
2020-12-03,494.63,503.8,561.9,252.23,90.35,72.12,81.42,77.3,90.3,200.19,318.23,391.56,45.51,132.74,52.26
2020-12-04,497.5,509.98,563.56,251.13,90.61,72.6,82.08,77.28,89.91,201.66,321.42,391.02,44.85,132.9,52.5
2020-12-07,494.67,516.49,562.0,251.61,91.96,73.28,82.74,77.21,90.03,199.03,319.61,382.92,45.1,131.98,53.15
2020-12-08,492.63,524.84,564.21,253.56,91.48,73.55,83.03,77.24,90.88,199.81,308.53,371.21,44.93,131.2,53.1
2020-12-09,490.11,525.74,563.8,259.39,91.49,72.94,82.3,77.19,92.31,202.04,308.56,372.48,45.24,130.39,52.14
2020-12-10,486.34,527.36,566.48,261.54,91.55,72.09,82.31,77.23,92.91,205.21,305.8,379.52,44.91,128.58,52.76
2020-12-11,486.8,523.57,564.07,264.53,89.79,72.2,82.99,77.56,94.23,205.81,312.43,381.61,45.65,129.03,51.71
2020-12-14,483.21,521.8,563.34,263.39,88.9,72.11,82.17,77.54,93.79,206.72,310.25,385.18,46.18,130.1,50.82
2020-12-15,484.67,526.15,558.32,260.96,88.07,72.19,82.63,77.26,94.29,203.16,306.08,393.91,46.36,131.07,50.73
2020-12-16,484.67,534.45,558.38,261.24,88.74,72.2,84.24,77.23,95.26,206.7,308.16,395.98,46.26,130.82,50.9
2020-12-17,483.81,533.83,554.34,261.63,89.45,73.86,85.0,77.13,94.62,205.77,305.72,395.59,46.72,129.95,51.16
2020-12-18,479.89,531.12,548.75,259.09,89.74,73.02,86.02,77.48,94.28,204.25,302.84,391.39,46.95,130.86,51.13
2020-12-21,477.5,531.44,550.33,258.78,90.42,71.76,86.21,77.78,95.52,203.87,304.9,402.63,47.09,131.65,52.17
2020-12-22,481.14,535.78,551.67,259.88,90.33,71.99,86.92,77.81,94.83,206.44,301.03,405.86,47.67,131.96,52.22
2020-12-23,483.64,526.35,556.0,260.89,91.32,71.77,86.45,77.51,93.87,210.22,295.62,400.84,48.45,134.05,52.85
2020-12-24,479.41,511.44,553.97,262.26,91.35,71.99,87.05,77.22,94.97,210.49,302.16,394.62,47.78,134.07,53.34
2020-12-25,480.09,508.19,556.35,263.1,91.43,72.38,87.55,77.23,95.83,212.26,304.49,401.76,47.23,133.83,52.58
2020-12-28,483.72,500.68,559.49,261.97,91.25,73.22,87.79,77.32,96.15,212.39,303.6,396.27,46.83,133.42,52.49
2020-12-29,476.32,497.77,562.09,260.82,91.84,72.27,88.77,77.24,96.13,210.63,303.7,406.73,46.05,131.64,53.77
2020-12-30,479.0,497.14,557.95,257.99,91.53,71.93,88.41,77.13,95.82,213.23,305.76,391.48,46.03,132.46,53.48
2020-12-31,476.22,494.6,558.98,262.46,92.35,72.22,88.31,77.0,96.03,212.19,309.63,399.48,46.36,132.4,53.09
2021-01-01,479.02,503.95,561.14,262.62,91.46,72.73,88.42,77.0,97.18,214.91,306.81,402.46,46.37,133.05,53.21
2021-01-04,475.79,506.32,561.43,262.19,90.61,74.16,87.71,76.43,97.37,217.25,308.34,403.41,46.1,135.27,52.94
2021-01-05,467.9,508.54,550.6,260.01,91.19,74.81,87.91,76.18,98.97,218.39,306.5,402.72,46.71,134.86,52.48
2021-01-06,460.93,512.83,551.68,267.35,91.15,74.79,86.7,76.03,98.3,221.72,305.89,413.56,46.8,132.14,52.21
2021-01-07,461.36,505.77,563.45,264.77,90.82,74.22,87.48,76.33,98.3,225.82,306.63,417.91,47.0,132.76,53.08
2021-01-08,462.71,512.7,561.78,263.82,91.56,73.87,87.55,76.15,98.03,225.55,306.73,412.98,47.63,133.01,53.01
2021-01-11,458.98,512.51,558.16,264.98,91.1,73.51,87.21,76.2,97.23,224.11,309.69,403.43,47.58,132.21,52.23
2021-01-12,461.97,517.15,560.38,266.61,90.98,73.95,86.65,76.26,97.13,220.74,311.71,404.71,48.71,132.73,51.35
2021-01-13,454.93,510.47,562.27,269.15,92.13,74.14,86.52,76.58,97.44,224.85,305.91,405.0,48.48,133.71,52.65
2021-01-14,454.87,500.78,568.86,273.88,93.41,73.3,87.04,76.9,97.84,224.1,300.8,396.75,49.59,132.65,52.54
2021-01-15,449.88,506.24,562.34,275.32,94.74,73.04,87.46,76.89,99.45,226.23,299.52,396.73,49.06,132.36,52.81
2021-01-18,447.32,508.94,566.48,272.7,94.54,73.62,86.99,76.79,99.81,224.91,306.54,393.86,49.37,134.14,52.37
2021-01-19,447.73,503.46,569.88,272.17,95.6,73.87,86.42,76.63,100.68,227.8,303.37,394.19,49.03,133.34,52.58
2021-01-20,444.31,498.25,569.37,273.09,94.84,74.26,86.92,76.59,100.74,226.55,302.7,398.44,49.67,133.48,53.46
2021-01-21,442.91,505.61,571.44,278.56,94.11,74.53,86.44,76.49,102.02,224.39,300.77,406.97,49.42,130.45,53.08
2021-01-22,447.33,498.33,577.25,275.01,92.19,75.62,86.52,76.63,103.88,224.06,298.79,412.38,49.6,128.8,53.38
2021-01-25,445.1,508.94,582.26,278.26,93.59,75.8,86.64,76.74,104.31,223.14,299.58,408.55,49.25,129.04,52.54
2021-01-26,448.83,503.47,576.22,278.87,92.91,75.56,86.9,76.9,103.53,224.28,304.99,410.94,49.79,130.49,53.76
2021-01-27,444.25,507.82,580.94,281.21,92.84,74.97,87.54,77.21,103.11,224.24,306.86,411.59,49.44,128.98,53.94
2021-01-28,446.69,506.02,580.84,281.07,92.12,75.16,86.67,77.67,103.34,225.45,303.87,404.28,50.4,129.12,53.71
2021-01-29,452.98,510.16,581.49,278.97,92.72,73.56,85.35,77.71,103.71,224.96,314.54,406.8,49.85,128.75,53.55
2021-02-01,442.62,506.97,582.15,281.08,92.45,73.46,84.99,77.99,104.26,223.79,314.97,417.56,49.1,129.89,53.25
2021-02-02,439.5,506.23,581.57,282.95,91.42,73.35,86.28,77.91,104.63,222.78,312.81,418.05,49.65,128.55,52.99
2021-02-03,442.1,506.8,588.38,285.69,91.81,72.49,87.74,78.21,104.65,226.56,318.5,409.11,49.34,129.09,51.54
2021-02-04,441.47,500.7,588.17,285.79,90.68,71.92,89.09,78.48,104.15,227.03,316.74,409.57,49.35,128.41,51.5
2021-02-05,443.22,505.67,582.2,284.3,90.04,72.45,88.98,78.74,104.47,223.4,323.5,402.98,49.19,128.71,51.43
2021-02-08,440.91,502.7,580.29,280.25,88.4,72.62,87.72,78.77,105.95,222.5,320.08,408.09,48.47,128.85,51.73
2021-02-09,441.48,501.55,581.52,282.56,87.32,72.7,86.07,78.62,106.77,222.73,325.98,411.35,48.45,128.62,51.44
2021-02-10,441.04,495.57,588.53,283.82,87.49,72.92,85.67,78.28,107.21,226.15,326.93,410.67,49.16,129.22,51.01
2021-02-11,446.11,479.86,592.14,281.37,86.01,73.0,85.57,78.28,108.06,228.11,332.38,409.08,49.74,129.32,51.02
2021-02-12,447.4,478.99,587.64,280.07,84.91,73.82,86.51,78.67,107.76,226.44,340.47,408.17,49.88,129.23,50.1
2021-02-15,449.04,493.84,601.7,278.97,84.94,73.92,87.16,78.6,107.36,230.98,335.75,408.5,50.53,128.88,50.2
2021-02-16,447.51,499.02,603.47,275.19,84.56,72.99,87.36,78.81,106.76,230.97,341.28,404.42,49.94,129.02,49.16
2021-02-17,445.66,499.19,611.0,273.2,86.08,74.06,86.76,79.02,106.67,233.39,335.36,396.93,49.78,129.33,49.8
2021-02-18,444.05,497.83,610.39,270.4,87.5,74.32,86.11,78.96,106.33,231.23,331.07,403.48,50.02,128.26,50.2
2021-02-19,445.91,498.27,613.74,269.47,86.86,73.96,86.32,79.3,107.31,226.75,327.85,401.61,49.96,127.92,49.69
2021-02-22,444.35,502.0,618.87,267.72,87.32,73.16,86.85,78.58,106.94,224.19,330.06,402.83,49.84,126.79,50.08
2021-02-23,445.78,494.83,626.27,263.73,87.93,73.44,87.16,78.29,106.3,218.27,330.33,404.71,49.18,126.8,50.16
2021-02-24,454.74,502.08,632.8,268.9,87.5,73.38,86.46,78.07,107.87,222.1,329.76,406.81,48.04,126.19,49.6
2021-02-25,458.7,506.9,638.29,272.21,86.38,74.42,86.95,77.88,107.51,222.54,330.5,400.48,48.5,127.1,48.48
2021-02-26,457.5,511.79,636.67,270.34,86.4,74.21,87.29,77.97,107.64,220.91,333.09,391.46,48.65,127.91,48.67
2021-03-01,462.91,514.92,633.51,271.16,86.3,73.69,86.56,78.05,108.01,221.78,336.03,388.55,49.16,126.93,48.24
2021-03-02,461.35,515.35,635.77,272.36,86.0,74.29,86.04,78.16,107.1,222.18,340.79,390.96,48.94,126.98,48.86
2021-03-03,452.68,520.03,641.66,275.55,86.36,74.91,86.56,78.32,108.1,223.36,348.74,387.29,48.56,127.75,48.88
2021-03-04,448.58,524.22,640.59,273.55,85.82,75.05,86.43,78.09,108.63,225.63,348.79,385.67,48.58,127.61,48.51
2021-03-05,440.87,522.19,647.31,276.51,84.98,75.52,87.59,77.8,109.92,225.15,346.64,397.31,49.07,126.85,49.51
2021-03-08,439.61,518.73,656.48,275.21,85.09,75.51,87.98,77.91,109.37,223.58,349.45,387.43,48.96,125.68,49.85
2021-03-09,439.9,519.7,651.08,271.86,85.41,75.69,87.67,77.76,109.46,225.15,344.56,383.66,49.42,126.68,47.8
2021-03-10,447.08,530.15,646.22,273.85,84.56,76.49,87.69,77.39,109.5,226.68,341.75,394.01,48.87,127.74,47.55
2021-03-11,448.67,522.19,645.64,277.32,85.28,76.93,87.77,77.63,109.72,226.92,346.18,394.05,48.8,127.57,46.82
2021-03-12,447.96,512.85,647.8,284.24,83.98,76.84,87.28,77.98,108.53,231.02,345.78,390.48,48.78,128.48,46.41
2021-03-15,451.68,514.22,644.87,281.15,83.58,77.77,86.67,78.37,108.63,230.25,340.65,397.08,49.48,125.18,46.35
2021-03-16,442.46,514.85,653.39,283.14,83.42,76.17,87.2,78.43,107.46,228.61,334.4,397.67,49.61,126.7,46.55
2021-03-17,443.65,516.28,656.3,282.18,82.98,77.57,87.84,78.59,107.76,229.44,334.73,396.03,50.61,126.58,46.71
2021-03-18,447.1,518.18,656.83,284.4,82.6,76.43,88.31,78.94,106.04,228.23,339.68,397.37,49.86,126.79,47.29
2021-03-19,441.06,517.03,648.2,280.59,83.99,76.03,89.44,78.79,104.56,229.21,344.65,394.03,49.95,126.49,47.65
2021-03-22,446.04,527.04,640.43,277.37,83.39,76.02,89.08,79.08,105.22,227.7,345.26,388.76,50.07,128.1,47.97
2021-03-23,447.68,516.73,642.41,275.47,85.21,75.94,90.33,79.15,104.79,227.01,354.14,388.42,50.44,126.96,48.1
2021-03-24,446.14,511.64,629.74,275.81,85.57,76.64,89.7,79.39,104.02,230.58,353.81,383.26,49.99,128.67,48.81
2021-03-25,449.02,511.28,636.04,274.27,85.67,75.94,88.99,79.45,105.02,229.87,353.34,383.59,50.96,129.17,48.66
2021-03-26,458.86,501.0,635.37,276.11,86.06,76.14,87.75,79.78,105.29,228.42,342.05,385.75,50.99,129.94,48.51
2021-03-29,459.87,500.19,655.12,278.92,88.01,75.77,87.46,79.85,106.0,230.66,340.25,390.58,50.38,129.62,47.48
2021-03-30,461.17,510.95,669.69,280.63,87.27,75.99,87.13,79.48,105.87,228.73,344.04,396.97,50.39,128.18,48.06
2021-03-31,459.39,511.39,668.84,285.06,86.44,75.97,87.54,79.86,108.02,227.49,350.96,395.02,50.22,129.29,48.03
2021-04-01,455.92,513.18,668.46,286.31,85.9,76.05,87.75,79.63,107.54,228.62,347.43,398.04,51.83,129.7,49.65
2021-04-02,459.71,505.34,675.04,283.16,85.95,75.7,86.93,79.95,108.96,230.43,349.59,401.04,52.46,131.31,49.44
2021-04-05,456.21,501.72,686.19,286.94,84.68,75.39,86.69,79.94,108.92,232.79,354.34,403.14,52.51,131.14,49.5
2021-04-06,456.74,499.65,675.87,285.43,84.72,75.6,86.46,80.24,107.57,231.42,354.53,400.75,52.46,130.72,49.82
2021-04-07,454.89,497.94,664.76,288.03,86.02,76.25,85.23,80.54,107.97,232.6,344.47,395.33,53.05,132.37,49.22
2021-04-08,457.17,506.28,661.14,292.45,86.16,75.87,84.58,80.66,108.24,231.77,345.68,398.36,53.67,134.66,49.43
2021-04-09,458.83,510.14,665.07,293.85,85.97,75.31,84.08,80.8,107.38,230.67,349.13,389.22,51.91,134.73,49.47
2021-04-12,463.54,503.3,668.48,289.83,85.53,75.73,85.1,80.91,106.64,233.0,345.1,388.06,52.31,133.9,49.31
2021-04-13,461.53,505.16,675.53,287.46,86.24,75.73,85.27,80.41,106.63,232.01,344.14,374.6,52.35,134.91,49.98
2021-04-14,460.57,508.63,668.17,291.19,85.65,76.31,85.77,80.45,106.92,232.59,339.26,367.93,51.59,134.67,49.49
2021-04-15,456.53,516.24,653.84,290.86,87.07,75.72,84.75,80.18,104.93,232.94,328.41,363.72,52.12,135.44,49.66
2021-04-16,454.83,526.83,659.42,291.22,88.59,74.55,85.61,80.23,105.78,230.96,332.79,369.51,53.47,135.19,50.49
2021-04-19,456.67,520.41,654.55,293.44,88.82,74.22,86.56,79.95,105.39,232.84,332.91,373.3,53.82,137.11,50.1
2021-04-20,460.16,515.4,642.35,295.51,88.84,73.74,85.17,79.66,104.34,233.96,339.74,370.7,54.51,136.33,49.95
2021-04-21,456.37,507.54,643.51,296.43,89.68,73.71,84.72,80.07,105.09,230.21,343.54,374.71,55.65,136.97,51.3
2021-04-22,460.33,506.35,648.62,295.99,90.58,73.32,85.09,80.35,105.08,230.79,342.15,379.59,55.15,136.44,51.59
2021-04-23,466.45,509.62,648.15,295.26,89.97,73.82,85.58,80.36,106.05,229.38,341.93,379.01,54.0,136.16,51.31
2021-04-26,468.49,516.26,645.63,297.79,89.58,73.65,85.14,80.42,106.41,231.5,344.5,372.01,54.42,135.72,51.79
2021-04-27,477.02,516.08,644.94,299.49,88.57,73.77,84.96,80.37,106.42,228.82,348.83,371.21,54.29,136.66,51.47
2021-04-28,473.76,514.3,642.96,298.9,88.92,73.89,84.57,80.52,106.31,228.2,350.39,370.97,53.47,137.83,50.58
2021-04-29,468.42,515.59,635.06,302.1,89.47,74.04,84.68,80.36,106.7,228.93,355.41,364.9,53.44,138.57,51.38
2021-04-30,460.77,510.48,631.04,301.88,88.44,74.04,85.55,80.62,106.38,229.09,354.22,367.01,53.9,138.5,50.75
2021-05-03,467.5,524.22,634.43,299.59,88.12,74.4,85.04,80.56,105.7,230.57,349.91,368.7,53.82,138.73,52.18
2021-05-04,470.61,513.91,636.63,297.59,87.1,73.9,85.77,80.47,106.2,227.76,349.77,371.24,53.36,139.89,51.91
2021-05-05,470.59,515.42,637.92,294.98,86.44,74.83,85.26,80.48,106.09,230.9,350.81,372.94,53.25,141.1,53.18
2021-05-06,472.06,528.86,632.2,294.36,86.89,74.69,84.7,80.34,106.12,231.95,345.64,376.97,53.25,137.81,52.37
2021-05-07,467.26,529.22,631.39,297.93,86.36,73.85,85.3,80.43,107.01,234.58,339.95,376.31,52.11,137.54,53.0
2021-05-10,478.29,528.27,618.68,295.81,86.16,73.99,85.98,80.31,106.92,236.32,342.0,377.63,52.04,137.33,53.31
2021-05-11,479.1,526.21,619.99,296.47,84.96,73.46,86.61,80.44,106.94,236.35,340.39,375.82,51.27,138.2,53.84
2021-05-12,479.82,525.32,628.64,294.77,85.13,73.91,85.71,80.75,106.47,233.92,339.81,373.04,51.67,138.18,54.45
2021-05-13,483.34,534.72,620.15,294.19,85.13,75.37,85.42,80.58,106.82,232.9,338.41,380.23,50.77,139.11,54.16
2021-05-14,485.77,520.14,616.99,290.13,84.61,74.87,86.03,80.56,107.11,235.99,345.03,369.73,51.37,137.85,53.37
2021-05-17,487.03,530.5,619.18,289.67,84.5,75.11,86.09,80.68,107.85,238.72,350.65,374.48,51.15,138.23,53.35
2021-05-18,483.62,521.3,626.78,289.27,84.66,73.97,85.37,80.58,107.39,237.57,345.32,371.53,50.86,139.38,53.51
